cluster,pmi_level,pmi_delta,ppi_level,ppi_delta,vix_level,dxy_level,real_rate_level,cn_pmi_level,cn_pmi_delta,cn_ppi_level,cn_ppi_delta,commodity_mom,us10y_level,us10y_delta,yield_spread_level,yield_spread_delta,credit_impulse_level,credit_impulse_delta
0,2.064434696994376,1.3879622850657976,2.0782637548913394,1.4030407253021755,-0.30606251894253206,-0.4721527361119354,0.2425751770969382,0.0512393003560342,-0.048678449900278635,1.3172898380213962,0.9528918142960354,0.07419557202586072,0.671956713002723,0.33429217468344474,0.33818401999749026,0.08623394572882538,-0.26938317906439213,-0.16998708869382406
1,0.8317452949501556,-0.5033372689602119,0.8398989548373156,-0.5141465214927068,0.6423570444949238,0.9149909480113032,1.3046198693941906,-0.8852439166260241,-0.7100414912917997,-1.0502644361043838,-1.056784370240393,-0.7233602762078029,0.867510894224791,0.3025881918525184,-0.5038946594204338,0.08049984639430613,0.8755690242060348,0.8243472663392651
2,0.7674655906290049,-0.11213973615919469,0.7746502340149392,-0.11959552347354935,0.17927468800636878,0.057365376945266625,-0.40536267520910557,-0.2598373731223002,-0.2070585030484403,0.2758218428792068,0.024705859771607525,-0.05705972957288542,-0.6342239329275533,-0.7029575277618172,-0.6292689362258672,-0.5661055957517447,0.09496308416641425,-0.048084318742471974
3,0.6109940013184111,0.7847054835784787,0.6176087244655082,0.7901784461939065,-0.5458064458208366,-0.5980405602191377,-0.939322428264948,0.6541567313848462,0.5163848675463409,0.9868527902562649,1.1046668741758245,0.646373614007426,-0.7194404904577069,-0.1783083975570286,0.28640965163933063,0.035070234221096466,-0.5663778092923675,-0.5990716983381829
4,0.15321182751088186,0.3851106676351087,0.15849286944814084,0.3875580524618153,-0.27127129768914665,0.2643011154984723,0.7462233596445805,0.3534343221224759,0.2972015214333764,-0.6312372275664372,0.10608749354511429,0.2052242845138646,0.7804713931300795,1.175703003187457,0.7652022528052573,1.0939573421648778,0.13409467339266234,0.21894169294951857
5,-1.3579860984458467,-1.285249685047931,-1.3606315843669177,-1.3085557881561698,0.19742177804084768,0.6735979574590742,-0.44446507990496104,0.12194571954277686,0.21779143091154265,-1.5080381006485473,-0.7229929681199406,0.2025497026216217,-1.1357305989713427,-0.3220982624914514,-0.4301856608253636,0.13574096071862013,0.3734816179506899,0.14776016448158608
