cluster,pmi_level,pmi_delta,ppi_level,ppi_delta,vix_level,dxy_level
0,0.5593970046626752,0.3053803786904253,0.5961159600378941,0.6233056559618566,-0.2606236905406439,-0.4539024810975607
1,-0.5249089032654696,-0.28655298173047294,-0.559364051280934,-0.5848774404278332,0.24455564550114672,0.4259183577253311
