date,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6
2022-11-25,0.026277353384561677,0.0,0.04381008635378136,0.0,0.9299125351412751,8.027311227886552e-17,2.5120381715465326e-08
2022-12-02,0.014887206198339638,0.0,0.05457677220320602,0.0,0.9305359071916025,1.3026064499152612e-17,1.1440685179291424e-07
2022-12-09,0.005238772700481537,0.0,0.03904365235613331,0.0,0.9557173424877319,2.0618851118236094e-14,2.3245563280221266e-07
2022-12-16,0.002855791961277899,0.0,0.03416629238071288,0.0,0.9629774836844683,1.0216359335474597e-13,4.319734384380126e-07
2022-12-23,0.0016975518685409586,0.0,0.02756484712439854,0.0,0.9707369980063034,1.1949836571156918e-14,6.030007453601826e-07
2022-12-30,0.0007970196125072718,0.0,0.023571168893798983,0.0,0.9756305236014725,3.799864771251023e-14,1.2878921832216267e-06
2023-01-06,3.11886792646611e-05,0.0,0.022452625854648123,0.0,0.977501030784662,9.053443174208782e-20,1.5154681425080002e-05
2023-01-13,3.5266058956033995e-05,0.0,0.07075698869138602,0.0,0.9291002915553964,4.704226503625177e-18,0.00010745369426133522
2023-01-20,3.7142165737514074e-06,0.0,0.022000946164357875,0.0,0.9778875810613862,2.5121562763136044e-16,0.00010775855768178768
2023-01-27,3.34424767096939e-07,0.0,0.03219181152764154,0.0,0.9667147740560352,2.7153442173628097e-16,0.0010930799915560103
2023-02-03,3.6563836044402866e-07,0.0,0.03324640360274254,0.0,0.9656490640809847,3.046014310841151e-17,0.0011041666779126461
2023-02-10,4.631432025090859e-08,0.0,0.014461949717126936,0.0,0.9844380419354779,4.319629346534269e-15,0.0010999620330708099
2023-02-17,9.976597419290273e-09,0.0,0.01409404344888485,0.0,0.9835920688935748,2.5706618506779702e-15,0.0023138776809402523
2023-02-24,9.169437609666905e-10,0.0,0.014556412404637042,0.0,0.9788431911617657,1.2496335087689157e-13,0.006600395516528796
2023-03-03,9.857267061738488e-16,0.0,0.009330342979321272,0.0,0.6723059105203507,2.615899265710236e-14,0.3183637465003007
